name_distinct,ingredients
"Daintree Estates, N. Queensland - 70.0%",Grano de cacao
"Daintree Estates, N. Queensland - 70.0%",Azúcar
"Daintree Estates, N. Queensland - 70.0%",Manteca de cacao
"Daintree Estates, N. Queensland - 70.0%",Vainilla
"Daintree Estates, N. Queensland - 70.0%",Lecitina
Goodman Estate - 70.0%,Grano de cacao
Goodman Estate - 70.0%,Azúcar
Goodman Estate - 70.0%,Manteca de cacao
"Dominican Republic, batch 7 - 72.0%",Grano de cacao
"Dominican Republic, batch 7 - 72.0%",Azúcar
Crayfish Bay aka Non Pariel Estate - 70.0%,Grano de cacao
Crayfish Bay aka Non Pariel Estate - 70.0%,Azúcar
Crayfish Bay aka Non Pariel Estate - 70.0%,Manteca de cacao
O'Payo - 70.0%,Grano de cacao
O'Payo - 70.0%,Azúcar
O'Payo - 70.0%,Manteca de cacao
Robson Estate - 70.0%,Grano de cacao
Robson Estate - 70.0%,Azúcar
Robson Estate - 70.0%,Manteca de cacao
Los Rios - 70.0%,Grano de cacao
Los Rios - 70.0%,Azúcar
Los Rios - 70.0%,Manteca de cacao
"Angel Bar, Nicaragua, Madagascar - 65.0%",Grano de cacao
"Angel Bar, Nicaragua, Madagascar - 65.0%",Azúcar
"Angel Bar, Nicaragua, Madagascar - 65.0%",Manteca de cacao
"Angel Bar, Nicaragua, Madagascar - 65.0%",Lecitina
"Puerto Rico, collab w/ USDA (Juan Echevarria) - 68.0%",Grano de cacao
"Puerto Rico, collab w/ USDA (Juan Echevarria) - 68.0%",Azúcar
"Puerto Rico, collab w/ USDA (Juan Echevarria) - 68.0%",Manteca de cacao
"Puerto Rico, collab w/ USDA (Juan Echevarria) - 68.0%",Lecitina
Anamalai - 72.0%,Grano de cacao
Anamalai - 72.0%,Azúcar
Anamalai - 72.0%,Manteca de cacao
Anamalai - 72.0%,Lecitina
"Ucayali, collab w/ USAID & Alanzo Cacao - 72.0%",Grano de cacao
"Ucayali, collab w/ USAID & Alanzo Cacao - 72.0%",Azúcar
"Ucayali, collab w/ USAID & Alanzo Cacao - 72.0%",Manteca de cacao
"Ucayali, collab w/ USAID & Alanzo Cacao - 72.0%",Lecitina
Upala - 70.0%,Grano de cacao
Upala - 70.0%,Azúcar
Colombian - 70.0%,Grano de cacao
Colombian - 70.0%,Azúcar
"Elvesia, 2011 - 70.0%",Grano de cacao
"Elvesia, 2011 - 70.0%",Azúcar
"Cumboto, farmer Jose Lugo, batch 1 - 70.0%",Grano de cacao
"Cumboto, farmer Jose Lugo, batch 1 - 70.0%",Azúcar
"Patanemo, batch 3 - 70.0%",Grano de cacao
"Patanemo, batch 3 - 70.0%",Azúcar
"Mantuano, 2012, batch 1 - 70.0%",Grano de cacao
"Mantuano, 2012, batch 1 - 70.0%",Azúcar
"Papua New Guinea, batch 1 - 70.0%",Grano de cacao
"Papua New Guinea, batch 1 - 70.0%",Azúcar
Buto - 70.0%,Grano de cacao
Buto - 70.0%,Azúcar
Maya Mountain - 70.0%,Grano de cacao
Maya Mountain - 70.0%,Azúcar
"Camino Verde P., Balao, Guayas, 2013 - 70.0%",Grano de cacao
"Camino Verde P., Balao, Guayas, 2013 - 70.0%",Azúcar
"San Francisco de Macoris, Cibao region - 70.0%",Grano de cacao
"San Francisco de Macoris, Cibao region - 70.0%",Azúcar
"Maya Mtn., Break Bar- Snark - 70.0%",Grano de cacao
"Maya Mtn., Break Bar- Snark - 70.0%",Azúcar
"Zorzal Reserva, 2015 H., Kerchner - 70.0%",Grano de cacao
"Zorzal Reserva, 2015 H., Kerchner - 70.0%",Azúcar
"Hacienda Azul, 2016 Harvest - 70.0%",Grano de cacao
"Hacienda Azul, 2016 Harvest - 70.0%",Azúcar
"Gola Rainforest, 2017 harvest - 70.0%",Grano de cacao
"Gola Rainforest, 2017 harvest - 70.0%",Azúcar
"WAMPU, La Mosquitia, 2017 harvest - 70.0%",Grano de cacao
"WAMPU, La Mosquitia, 2017 harvest - 70.0%",Azúcar
"Anamalai, 2017 harvest - 70.0%",Grano de cacao
"Anamalai, 2017 harvest - 70.0%",Azúcar
"Ben Tre, 2018 Harvest - 70.0%",Grano de cacao
"Ben Tre, 2018 Harvest - 70.0%",Azúcar
"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1 - 70.0%",Grano de cacao
"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1 - 70.0%",Azúcar
"Anamalai, 2018 H., batch 1 - 70.0%",Grano de cacao
"Anamalai, 2018 H., batch 1 - 70.0%",Azúcar
"Piura Blanco, 2015 h.,Norandino Coop, batch 1 - 70.0%",Grano de cacao
"Piura Blanco, 2015 h.,Norandino Coop, batch 1 - 70.0%",Azúcar
"Anamalai, 2019 H., batch 1, nutmeg fermentation - 70.0%",Grano de cacao
"Anamalai, 2019 H., batch 1, nutmeg fermentation - 70.0%",Azúcar
"Kokoa Kamili, 2017 h., batch 2 - 70.0%",Grano de cacao
"Kokoa Kamili, 2017 h., batch 2 - 70.0%",Azúcar
"Zorzal Estate, 2016 h., batch 1 - 70.0%",Grano de cacao
"Zorzal Estate, 2016 h., batch 1 - 70.0%",Azúcar
"Vale Potumuju, 2019 h., batch 1 - 70.0%",Grano de cacao
"Vale Potumuju, 2019 h., batch 1 - 70.0%",Azúcar
Dominican Republic - 70.0%,Grano de cacao
Dominican Republic - 70.0%,Azúcar
Madagascar - 70.0%,Grano de cacao
Madagascar - 70.0%,Azúcar
Tanzania - 70.0%,Grano de cacao
Tanzania - 70.0%,Azúcar
"Zorzal Estate, 2017 h. - 70.0%",Grano de cacao
"Zorzal Estate, 2017 h. - 70.0%",Azúcar
Las Acacias E. - 75.0%,Grano de cacao
Las Acacias E. - 75.0%,Azúcar
Las Acacias E. - 75.0%,Manteca de cacao
Las Acacias E. - 75.0%,Vainilla
Las Acacias E. - 60.0%,Grano de cacao
Las Acacias E. - 60.0%,Azúcar
Las Acacias E. - 60.0%,Manteca de cacao
Las Acacias E. - 60.0%,Vainilla
Los Ujuxtes - 60.0%,Grano de cacao
Los Ujuxtes - 60.0%,Azúcar
Los Ujuxtes - 60.0%,Manteca de cacao
Los Ujuxtes - 60.0%,Vainilla
Chuao - 75.0%,Grano de cacao
Chuao - 75.0%,Azúcar
Chuao - 75.0%,Manteca de cacao
Chuao - 75.0%,Vainilla
"Oscuro, Finca Chimelb - 70.0%",Grano de cacao
"Oscuro, Finca Chimelb - 70.0%",Azúcar
Los Ujuxtes - 70.0%,Grano de cacao
Los Ujuxtes - 70.0%,Azúcar
Sambirano - 70.0%,Grano de cacao
Sambirano - 70.0%,Azúcar
Las Acacias E. - 70.0%,Grano de cacao
Las Acacias E. - 70.0%,Azúcar
Los Ujuxtes - 82.0%,Grano de cacao
Los Ujuxtes - 82.0%,Azúcar
Los Ujuxtes - 82.0%,Manteca de cacao
Los Ujuxtes - 82.0%,Vainilla
"Venezuela, batch 122 - 72.0%",Grano de cacao
"Venezuela, batch 122 - 72.0%",Azúcar
Vietnam - 72.0%,Grano de cacao
Vietnam - 72.0%,Azúcar
"DUO, batch 002, Ecuador, Costa Rica - 70.0%",Grano de cacao
"DUO, batch 002, Ecuador, Costa Rica - 70.0%",Azúcar
Piura - 72.0%,Grano de cacao
Piura - 72.0%,Azúcar
Piura - 72.0%,Manteca de cacao
Piura - 72.0%,Lecitina
Mekong Delta - 70.0%,Grano de cacao
Mekong Delta - 70.0%,Azúcar
Mekong Delta - 70.0%,Manteca de cacao
Mekong Delta - 70.0%,Lecitina
Madagascar - 70.0%,Grano de cacao
Madagascar - 70.0%,Azúcar
Madagascar - 70.0%,Manteca de cacao
Tanzania - 70.0%,Grano de cacao
Tanzania - 70.0%,Azúcar
Tanzania - 70.0%,Manteca de cacao
Ocumare - 70.0%,Grano de cacao
Ocumare - 70.0%,Azúcar
Ocumare - 70.0%,Manteca de cacao
Ecuador - 70.0%,Grano de cacao
Ecuador - 70.0%,Azúcar
Ecuador - 70.0%,Manteca de cacao
Bolivia - 75.0%,Grano de cacao
Bolivia - 75.0%,Azúcar
Bolivia - 75.0%,Manteca de cacao
West Africa - 58.0%,Grano de cacao
West Africa - 58.0%,Azúcar
West Africa - 58.0%,Manteca de cacao
West Africa - 58.0%,Lecitina
Ghana - 70.0%,Grano de cacao
Ghana - 70.0%,Azúcar
Ghana - 70.0%,Manteca de cacao
Ghana - 70.0%,Lecitina
Rainforest - 70.0%,Grano de cacao
Rainforest - 70.0%,Azúcar
Rainforest - 70.0%,Manteca de cacao
Rainforest - 70.0%,Lecitina
Venezuela - 70.0%,Grano de cacao
Venezuela - 70.0%,Azúcar
Venezuela - 70.0%,Manteca de cacao
Venezuela - 70.0%,Lecitina
"Nativo, Varzea - 72.0%",Grano de cacao
"Nativo, Varzea - 72.0%",Azúcar
"Nativo, Varzea - 72.0%",Manteca de cacao
"Selvagem, Jari - 65.0%",Grano de cacao
"Selvagem, Jari - 65.0%",Azúcar
"Selvagem, Jari - 65.0%",Manteca de cacao
Bundibugyo District - 70.0%,Grano de cacao
Bundibugyo District - 70.0%,Azúcar
Bundibugyo District - 70.0%,Manteca de cacao
"Sambirano Valley, batch 2477 - 70.0%",Grano de cacao
"Sambirano Valley, batch 2477 - 70.0%",Azúcar
"Sambirano Valley, batch 2477 - 70.0%",Manteca de cacao
Madagascar - 66.0%,Grano de cacao
Madagascar - 66.0%,Azúcar
Madagascar - 66.0%,Manteca de cacao
Madagascar - 66.0%,Vainilla
Costa Rica - 64.0%,Grano de cacao
Costa Rica - 64.0%,Azúcar
Costa Rica - 64.0%,Manteca de cacao
Costa Rica - 64.0%,Vainilla
Ecuador - 71.0%,Grano de cacao
Ecuador - 71.0%,Azúcar
Ecuador - 71.0%,Manteca de cacao
Ecuador - 71.0%,Vainilla
Ghana - 60.0%,Grano de cacao
Ghana - 60.0%,Azúcar
Ghana - 60.0%,Manteca de cacao
Ghana - 60.0%,Vainilla
Papua New Guinea - 64.0%,Grano de cacao
Papua New Guinea - 64.0%,Azúcar
Papua New Guinea - 64.0%,Manteca de cacao
Papua New Guinea - 64.0%,Vainilla
Peru - 64.0%,Grano de cacao
Peru - 64.0%,Azúcar
Peru - 64.0%,Manteca de cacao
Peru - 64.0%,Vainilla
Venezuela - 66.0%,Grano de cacao
Venezuela - 66.0%,Azúcar
Venezuela - 66.0%,Manteca de cacao
Venezuela - 66.0%,Vainilla
Papua New Guinea - 64.0%,Grano de cacao
Papua New Guinea - 64.0%,Azúcar
Papua New Guinea - 64.0%,Manteca de cacao
Papua New Guinea - 64.0%,Vainilla
Elvesia - 70.0%,Grano de cacao
Elvesia - 70.0%,Azúcar
Duarte Province - 70.0%,Grano de cacao
Duarte Province - 70.0%,Azúcar
Duarte Province - 80.0%,Grano de cacao
Duarte Province - 80.0%,Azúcar
"Kilombero, batch 41 - 72.0%",Grano de cacao
"Kilombero, batch 41 - 72.0%",Azúcar
"Monte Grande, batch 178 - 72.0%",Grano de cacao
"Monte Grande, batch 178 - 72.0%",Azúcar
Costa Rica - 77.0%,Grano de cacao
Costa Rica - 77.0%,Azúcar
Dominican Republic - 77.0%,Grano de cacao
Dominican Republic - 77.0%,Azúcar
Bolivian - 80.0%,Grano de cacao
Bolivian - 80.0%,Azúcar
Sambirano - 80.0%,Grano de cacao
Sambirano - 80.0%,Azúcar
Mantuano - 75.0%,Grano de cacao
Mantuano - 75.0%,Azúcar
La Red - 74.0%,Grano de cacao
La Red - 74.0%,Azúcar
Ecuador - 70.0%,Grano de cacao
Ecuador - 70.0%,Azúcar
Bolivia - 75.0%,Grano de cacao
Bolivia - 75.0%,Azúcar
"Ecuador, Choc. Garage Exclusive - 70.0%",Grano de cacao
"Ecuador, Choc. Garage Exclusive - 70.0%",Azúcar
Camino Verde - 76.0%,Grano de cacao
Camino Verde - 76.0%,Azúcar
Elvesia - 74.0%,Grano de cacao
Elvesia - 74.0%,Azúcar
"Alto Beni, Wild Harvest, Limited Ed. - 70.0%",Grano de cacao
"Alto Beni, Wild Harvest, Limited Ed. - 70.0%",Azúcar
Tien Giang - 78.0%,Grano de cacao
Tien Giang - 78.0%,Azúcar
Lanquin Estate - 70.0%,Grano de cacao
Lanquin Estate - 70.0%,Azúcar
"Fazenda Camboa, Bahia, batch 17009 - 75.0%",Grano de cacao
"Fazenda Camboa, Bahia, batch 17009 - 75.0%",Azúcar
"Solomon Is.,batch 17158, N.Vela - 72.0%",Grano de cacao
"Solomon Is.,batch 17158, N.Vela - 72.0%",Azúcar
"Vanua Levu, Matasawalevu - 80.0%",Grano de cacao
"Vanua Levu, Matasawalevu - 80.0%",Azúcar
"Akesson P., Sambirano - 72.0%",Grano de cacao
"Akesson P., Sambirano - 72.0%",Azúcar
"Maya Mtn, Toledo - 72.0%",Grano de cacao
"Maya Mtn, Toledo - 72.0%",Azúcar
"Northerner, Madagascar and Brazil - 73.0%",Grano de cacao
"Northerner, Madagascar and Brazil - 73.0%",Azúcar
"Bachelor's Hall, batch 20240 - 75.0%",Grano de cacao
"Bachelor's Hall, batch 20240 - 75.0%",Azúcar
"Soconusco, Rayen Cacao Co-op, batch 21154 - 72.0%",Grano de cacao
"Soconusco, Rayen Cacao Co-op, batch 21154 - 72.0%",Azúcar
"Sao Tome, Grand Cru Plantation, amelonado - 75.0%",Grano de cacao
"Sao Tome, Grand Cru Plantation, amelonado - 75.0%",Azúcar
"Sao Tome, Grand Cru Plantation, amelonado - 75.0%",Manteca de cacao
"Sao Tome, Grand Cru Plantation, amelonado - 75.0%",Lecitina
"Sao Tome, unroasted, batch UNR-18-003 - 70.0%",Grano de cacao
"Sao Tome, unroasted, batch UNR-18-003 - 70.0%",Azúcar
"Sao Tome, unroasted, batch UNR-18-003 - 70.0%",Manteca de cacao
"Sao Tome, unroasted, batch UNR-18-003 - 70.0%",Lecitina
"Sao Tome, batch OST-18-01 - 65.0%",Grano de cacao
"Sao Tome, batch OST-18-01 - 65.0%",Azúcar
"Sao Tome, batch OST-18-01 - 65.0%",Manteca de cacao
"Sao Tome, batch OST-18-01 - 65.0%",Lecitina
"Sao Tome, batch TRI-18-002, trinitario - 75.0%",Grano de cacao
"Sao Tome, batch TRI-18-002, trinitario - 75.0%",Azúcar
"Sao Tome, batch TRI-18-002, trinitario - 75.0%",Manteca de cacao
"Sao Tome, batch TRI-18-002, trinitario - 75.0%",Lecitina
"Panama, Raven - 72.0%",Grano de cacao
"Panama, Raven - 72.0%",Azúcar
"Panama, Raven - 72.0%",Manteca de cacao
"Puerto Cabello, Mantuano - 72.0%",Grano de cacao
"Puerto Cabello, Mantuano - 72.0%",Azúcar
"Puerto Cabello, Mantuano - 72.0%",Manteca de cacao
Johe - 72.0%,Grano de cacao
Johe - 72.0%,Azúcar
Johe - 72.0%,Manteca de cacao
Puerto Cabello - 85.0%,Grano de cacao
Puerto Cabello - 85.0%,Azúcar
Puerto Cabello - 85.0%,Manteca de cacao
Noir - 70.0%,Grano de cacao
Noir - 70.0%,Azúcar
Noir - 70.0%,Lecitina
"Africa, West Africa - 88.0%",Grano de cacao
"Africa, West Africa - 88.0%",Azúcar
"Africa, West Africa - 88.0%",Lecitina
Sur del Lago Classificado - 70.0%,Grano de cacao
Sur del Lago Classificado - 70.0%,Azúcar
Apurimac - 70.0%,Grano de cacao
Apurimac - 70.0%,Azúcar
Carenero Superior - 70.0%,Grano de cacao
Carenero Superior - 70.0%,Azúcar
"Ocumare 61, Puertomar - 75.0%",Grano de cacao
"Ocumare 61, Puertomar - 75.0%",Azúcar
Granella - 60.0%,Grano de cacao
Granella - 60.0%,Azúcar
Madagascar - 70.0%,Grano de cacao
Madagascar - 70.0%,Azúcar
Madagared - 70.0%,Grano de cacao
Madagared - 70.0%,Azúcar
"Java, Javablond - 70.0%",Grano de cacao
"Java, Javablond - 70.0%",Azúcar
Porcelana - 70.0%,Grano de cacao
Porcelana - 70.0%,Azúcar
Ecuador - 70.0%,Grano de cacao
Ecuador - 70.0%,Azúcar
"Ocumare 67, Puertofino - 70.0%",Grano de cacao
"Ocumare 67, Puertofino - 70.0%",Azúcar
"Carupano, H. San Jose - 70.0%",Grano de cacao
"Carupano, H. San Jose - 70.0%",Azúcar
Teyuna - 70.0%,Grano de cacao
Teyuna - 70.0%,Azúcar
Blend No. 1 - 78.0%,Grano de cacao
Blend No. 1 - 78.0%,Azúcar
Ilblend - 70.0%,Grano de cacao
Ilblend - 70.0%,Azúcar
"Chuao, Hacienda San Jose - 70.0%",Grano de cacao
"Chuao, Hacienda San Jose - 70.0%",Azúcar
"Canoabo, Hacienda San Jose - 70.0%",Grano de cacao
"Canoabo, Hacienda San Jose - 70.0%",Azúcar
Morogoro - 70.0%,Grano de cacao
Morogoro - 70.0%,Azúcar
Guasare - 70.0%,Grano de cacao
Guasare - 70.0%,Azúcar
Hacienda Victoria - 70.0%,Grano de cacao
Hacienda Victoria - 70.0%,Azúcar
Ocumare 77 - 70.0%,Grano de cacao
Ocumare 77 - 70.0%,Azúcar
Tanzania - 70.0%,Grano de cacao
Tanzania - 70.0%,Azúcar
"Rio Caribe, Batch 7 - 70.0%",Grano de cacao
"Rio Caribe, Batch 7 - 70.0%",Azúcar
"Rio Caribe, Batch 7 - 70.0%",Manteca de cacao
"Colombia, Batch 9 - 80.0%",Grano de cacao
"Colombia, Batch 9 - 80.0%",Azúcar
"Colombia, Batch 9 - 80.0%",Manteca de cacao
"Madagascar, Batch 8 - 77.0%",Grano de cacao
"Madagascar, Batch 8 - 77.0%",Azúcar
"Madagascar, Batch 8 - 77.0%",Manteca de cacao
Non Pariel Estate - 75.0%,Grano de cacao
Non Pariel Estate - 75.0%,Edulcorante
Non Pariel Estate - 75.0%,Manteca de cacao
"Kablon Farm, batch 242 - 71.5%",Grano de cacao
"Kablon Farm, batch 242 - 71.5%",Edulcorante
"Kablon Farm, batch 242 - 71.5%",Manteca de cacao
"Verapaz, batch 254 - 72.0%",Grano de cacao
"Verapaz, batch 254 - 72.0%",Edulcorante
"Verapaz, batch 254 - 72.0%",Manteca de cacao
"Piura, batch 274 - 80.0%",Grano de cacao
"Piura, batch 274 - 80.0%",Edulcorante
"Trio Reserve, 2020 h. batch D002 - 78.0%",Grano de cacao
"Trio Reserve, 2020 h. batch D002 - 78.0%",Azúcar
"Trio Reserve, 2020 h. batch D002 - 78.0%",Manteca de cacao
Oko Caribe - 75.0%,Grano de cacao
Oko Caribe - 75.0%,Azúcar
Kokoa Kamili - 70.0%,Grano de cacao
Kokoa Kamili - 70.0%,Azúcar
Hispaniola - 75.0%,Grano de cacao
Hispaniola - 75.0%,Azúcar
Star of Ecuador - 70.0%,Grano de cacao
Star of Ecuador - 70.0%,Azúcar
Star of Ecuador - 70.0%,Manteca de cacao
Panama - 70.0%,Grano de cacao
Panama - 70.0%,Azúcar
Panama - 70.0%,Manteca de cacao
"Corazon del Ecuador, Calceta beans - 72.0%",Grano de cacao
"Corazon del Ecuador, Calceta beans - 72.0%",Azúcar
"Corazon del Ecuador, Calceta beans - 72.0%",Manteca de cacao
Star of Peru - 70.0%,Grano de cacao
Star of Peru - 70.0%,Azúcar
Star of Peru - 70.0%,Manteca de cacao
"Bocas del Toro, Tierra Oscura - 72.0%",Grano de cacao
"Bocas del Toro, Tierra Oscura - 72.0%",Azúcar
"Bocas del Toro, Tierra Oscura - 72.0%",Manteca de cacao
"Nicaliso, Xoco - 71.0%",Grano de cacao
"Nicaliso, Xoco - 71.0%",Azúcar
"Nicaliso, Xoco - 71.0%",Manteca de cacao
Dominican Republic - 65.0%,Grano de cacao
Dominican Republic - 65.0%,Azúcar
Dominican Republic - 65.0%,Manteca de cacao
Ocumare - 71.0%,Grano de cacao
Ocumare - 71.0%,Azúcar
Ocumare - 71.0%,Manteca de cacao
"Indio Rojo, Xoco - 72.0%",Grano de cacao
"Indio Rojo, Xoco - 72.0%",Azúcar
"Indio Rojo, Xoco - 72.0%",Manteca de cacao
Ocumare - 72.0%,Grano de cacao
Ocumare - 72.0%,Azúcar
Ocumare - 72.0%,Manteca de cacao
"Chuno, Xoco - 70.0%",Grano de cacao
"Chuno, Xoco - 70.0%",Azúcar
"Chuno, Xoco - 70.0%",Manteca de cacao
"Chuno, Xoco - 70.0%",Lecitina
"Rico Rugoso, Xoco - 76.0%",Grano de cacao
"Rico Rugoso, Xoco - 76.0%",Azúcar
"Rico Rugoso, Xoco - 76.0%",Manteca de cacao
"Rico Rugoso, Xoco - 76.0%",Lecitina
"Rio Dulce, Xoco - 70.0%",Grano de cacao
"Rio Dulce, Xoco - 70.0%",Azúcar
"Rio Dulce, Xoco - 70.0%",Manteca de cacao
"Rio Dulce, Xoco - 70.0%",Lecitina
Eti-Oni - 70.0%,Grano de cacao
Eti-Oni - 70.0%,Azúcar
Eti-Oni - 70.0%,Manteca de cacao
Eti-Oni - 70.0%,Lecitina
Mayan Red - 80.0%,Grano de cacao
Mayan Red - 80.0%,Azúcar
Mayan Red - 80.0%,Manteca de cacao
Mayan Red - 80.0%,Lecitina
South Cotabato - 70.0%,Grano de cacao
South Cotabato - 70.0%,Azúcar
South Cotabato - 70.0%,Manteca de cacao
South Cotabato - 70.0%,Lecitina
"Juno, batch 201006 - 70.0%",Grano de cacao
"Juno, batch 201006 - 70.0%",Azúcar
"Juno, batch 201006 - 70.0%",Manteca de cacao
"Juno, batch 201006 - 70.0%",Lecitina
"Dominican Republic, batch 1507 - 70.0%",Grano de cacao
"Dominican Republic, batch 1507 - 70.0%",Azúcar
Taino Secret - 70.0%,Grano de cacao
Taino Secret - 70.0%,Azúcar
Taino Secret - 70.0%,Manteca de cacao
"Carenero, Empyrean Sabor - 70.0%",Grano de cacao
"Carenero, Empyrean Sabor - 70.0%",Azúcar
"Carenero, Empyrean Sabor - 70.0%",Manteca de cacao
"Maranon, Joya Rara - 70.0%",Grano de cacao
"Maranon, Joya Rara - 70.0%",Azúcar
"Maranon, Joya Rara - 70.0%",Manteca de cacao
"Rio Caribe, Tepui Treasure - 70.0%",Grano de cacao
"Rio Caribe, Tepui Treasure - 70.0%",Azúcar
"Rio Caribe, Tepui Treasure - 70.0%",Manteca de cacao
Corona Arriba - 70.0%,Grano de cacao
Corona Arriba - 70.0%,Azúcar
Corona Arriba - 70.0%,Manteca de cacao
Piura Blanco - 70.0%,Grano de cacao
Piura Blanco - 70.0%,Azúcar
Piura Blanco - 70.0%,Manteca de cacao
"Peru, batch P116 - 70.0%",Grano de cacao
"Peru, batch P116 - 70.0%",Azúcar
"Peru, batch P116 - 70.0%",Manteca de cacao
"Madagascar, batch M132 - 70.0%",Grano de cacao
"Madagascar, batch M132 - 70.0%",Azúcar
"Madagascar, batch M132 - 70.0%",Manteca de cacao
"Dominican Republic, batch DR113 - 70.0%",Grano de cacao
"Dominican Republic, batch DR113 - 70.0%",Azúcar
"Dominican Republic, batch DR113 - 70.0%",Manteca de cacao
Tumaco - 70.0%,Grano de cacao
Tumaco - 70.0%,Azúcar
Tumaco - 70.0%,Manteca de cacao
Arauca - 70.0%,Grano de cacao
Arauca - 70.0%,Azúcar
Arauca - 70.0%,Manteca de cacao
"Maranon, Good & Evil, w/ nibs - 72.0%",Grano de cacao
"Maranon, Good & Evil, w/ nibs - 72.0%",Azúcar
"Maranon, Good & Evil, w/ nibs - 72.0%",Manteca de cacao
"NOE, nacional/criollo, batch 1 - 80.0%",Grano de cacao
"NOE, nacional/criollo, batch 1 - 80.0%",Azúcar
Porcelana - 68.0%,Grano de cacao
Porcelana - 68.0%,Azúcar
"Akessons, Sambirano Valley - 70.0%",Grano de cacao
"Akessons, Sambirano Valley - 70.0%",Azúcar
Tumaco - 70.0%,Grano de cacao
Tumaco - 70.0%,Azúcar
Alto Beni - 71.0%,Grano de cacao
Alto Beni - 71.0%,Azúcar
Alto Beni - 71.0%,Manteca de cacao
Alto Beni - 71.0%,Lecitina
"Alto Beni, Covendo Region - 75.0%",Grano de cacao
"Alto Beni, Covendo Region - 75.0%",Azúcar
"Alto Beni, Covendo Region - 75.0%",Manteca de cacao
"Alto Beni, Covendo Region - 75.0%",Lecitina
"Carenero Superior, Gran Saman - 70.0%",Grano de cacao
"Carenero Superior, Gran Saman - 70.0%",Azúcar
"Carenero Superior, Gran Saman - 70.0%",Manteca de cacao
"Carenero Superior, Gran Saman - 70.0%",Vainilla
"Carenero Superior, Gran Saman - 70.0%",Lecitina
"Carenero Superior, Apamate - 74.0%",Grano de cacao
"Carenero Superior, Apamate - 74.0%",Azúcar
"Carenero Superior, Apamate - 74.0%",Manteca de cacao
"Carenero Superior, Apamate - 74.0%",Vainilla
"Carenero Superior, Apamate - 74.0%",Lecitina
"Carenero Superior, Bucare - 58.0%",Grano de cacao
"Carenero Superior, Bucare - 58.0%",Azúcar
"Carenero Superior, Bucare - 58.0%",Manteca de cacao
"Carenero Superior, Bucare - 58.0%",Vainilla
"Carenero Superior, Bucare - 58.0%",Lecitina
"Carenero Superior, Mijao - 61.0%",Grano de cacao
"Carenero Superior, Mijao - 61.0%",Azúcar
"Carenero Superior, Mijao - 61.0%",Manteca de cacao
"Carenero Superior, Mijao - 61.0%",Vainilla
"Carenero Superior, Mijao - 61.0%",Lecitina
"Rio Caribe, Cariaco - 60.5%",Grano de cacao
"Rio Caribe, Cariaco - 60.5%",Azúcar
"Rio Caribe, Cariaco - 60.5%",Manteca de cacao
"Rio Caribe, Cariaco - 60.5%",Vainilla
"Rio Caribe, Cariaco - 60.5%",Lecitina
"Rio Caribe, Macuro - 70.0%",Grano de cacao
"Rio Caribe, Macuro - 70.0%",Azúcar
"Rio Caribe, Macuro - 70.0%",Manteca de cacao
"Rio Caribe, Macuro - 70.0%",Vainilla
"Rio Caribe, Macuro - 70.0%",Lecitina
San Joaquin - 70.0%,Grano de cacao
San Joaquin - 70.0%,Azúcar
San Joaquin - 70.0%,Manteca de cacao
San Joaquin - 70.0%,Vainilla
San Joaquin - 70.0%,Lecitina
"Polochic, batch 711 - 70.0%",Grano de cacao
"Polochic, batch 711 - 70.0%",Azúcar
"Polochic, batch 711 - 70.0%",Manteca de cacao
Emerald Estate - 60.0%,Grano de cacao
Emerald Estate - 60.0%,Azúcar
Emerald Estate - 70.0%,Grano de cacao
Emerald Estate - 70.0%,Azúcar
Patanemo - 79.0%,Grano de cacao
Patanemo - 79.0%,Azúcar
Patanemo - 79.0%,Manteca de cacao
Peru - 78.0%,Grano de cacao
Peru - 78.0%,Azúcar
Peru - 78.0%,Manteca de cacao
Oko Caribe - 70.0%,Grano de cacao
Oko Caribe - 70.0%,Azúcar
Pisa w/ nibs - 70.0%,Grano de cacao
Pisa w/ nibs - 70.0%,Azúcar
Asochivite - 70.0%,Grano de cacao
Asochivite - 70.0%,Azúcar
Bejofo - 70.0%,Grano de cacao
Bejofo - 70.0%,Azúcar
"Wampusirpi, batch 007 - 75.0%",Grano de cacao
"Wampusirpi, batch 007 - 75.0%",Azúcar
"Ben Tre, batch 77 - 72.0%",Grano de cacao
"Ben Tre, batch 77 - 72.0%",Azúcar
Gola Rainforest - 70.0%,Grano de cacao
Gola Rainforest - 70.0%,Azúcar
Gola Rainforest - 70.0%,Manteca de cacao
Kokoa Kamili - 80.0%,Grano de cacao
Kokoa Kamili - 80.0%,Azúcar
Kokoa Kamili - 80.0%,Manteca de cacao
"Maiden Voyage Estate, Herbert Pasqual - 72.0%",Grano de cacao
"Maiden Voyage Estate, Herbert Pasqual - 72.0%",Azúcar
"Maiden Voyage Estate, Herbert Pasqual - 72.0%",Manteca de cacao
Ham Luong - 80.0%,Grano de cacao
Ham Luong - 80.0%,Azúcar
Ham Luong - 80.0%,Manteca de cacao
Ben Tre - 70.0%,Grano de cacao
Ben Tre - 70.0%,Azúcar
Ben Tre - 70.0%,Manteca de cacao
"Ba Lai, Mekong Delta - 74.0%",Grano de cacao
