name_distinct,ingredients
"West Indian, Rizek Historical S. - 67.0%",Manteca de cacao
"West Indian, Rizek Historical S. - 67.0%",Lecitina
El Antiguo (Monet Plata & Duarte ) - 70.0%,Grano de cacao
El Antiguo (Monet Plata & Duarte ) - 70.0%,Azúcar
El Antiguo (Monet Plata & Duarte ) - 70.0%,Manteca de cacao
"El Valle, Collection 01, Rizek - 72.0%",Grano de cacao
"El Valle, Collection 01, Rizek - 72.0%",Azúcar
"El Valle, Collection 01, Rizek - 72.0%",Manteca de cacao
"El Valle, Collection 01, Rizek - 72.0%",Lecitina
Mata Larga - 71.5%,Grano de cacao
Mata Larga - 71.5%,Azúcar
Mata Larga - 71.5%,Manteca de cacao
"Dominican Nacional, Collection 01 - 68.0%",Grano de cacao
"Dominican Nacional, Collection 01 - 68.0%",Azúcar
"Dominican Nacional, Collection 01 - 68.0%",Manteca de cacao
"Dominican Nacional, Collection 01 - 68.0%",Lecitina
"Los Bejucos, Collection 01, Rizek - 65.0%",Grano de cacao
"Los Bejucos, Collection 01, Rizek - 65.0%",Azúcar
"Los Bejucos, Collection 01, Rizek - 65.0%",Manteca de cacao
"Los Bejucos, Collection 01, Rizek - 65.0%",Lecitina
"San Juan Coop, El Castillero - 75.0%",Grano de cacao
"San Juan Coop, El Castillero - 75.0%",Azúcar
"San Juan Coop, El Castillero - 75.0%",Manteca de cacao
"Chulucanas, Piura, Cesar Vallejo-farmer - 75.0%",Grano de cacao
"Chulucanas, Piura, Cesar Vallejo-farmer - 75.0%",Azúcar
"Chulucanas, Piura, Cesar Vallejo-farmer - 75.0%",Manteca de cacao
"Morogoro, Kamili, Kilombero Valley, batch 13 - 75.0%",Grano de cacao
"Morogoro, Kamili, Kilombero Valley, batch 13 - 75.0%",Azúcar
"Morogoro, Kamili, Kilombero Valley, batch 13 - 75.0%",Manteca de cacao
Diego/ original micro - 85.0%,Grano de cacao
Diego/ original micro - 85.0%,Azúcar
Diego/ original micro - 85.0%,Manteca de cacao
Diego/ original micro - 85.0%,Vainilla
Cacao Nacional W.F. - 75.0%,Grano de cacao
Cacao Nacional W.F. - 75.0%,Azúcar
Cacao Nacional W.F. - 75.0%,Manteca de cacao
Cacao Nacional W.F. - 75.0%,Vainilla
Roberto - 75.0%,Grano de cacao
Roberto - 75.0%,Azúcar
Roberto - 75.0%,Manteca de cacao
Roberto - 75.0%,Vainilla
Diego 48hr/ W.F. blend prototype - 85.0%,Grano de cacao
Diego 48hr/ W.F. blend prototype - 85.0%,Azúcar
Diego 48hr/ W.F. blend prototype - 85.0%,Manteca de cacao
Diego 48hr/ W.F. blend prototype - 85.0%,Vainilla
Sisa 36hr/ W. F. blend prototype - 70.0%,Grano de cacao
Sisa 36hr/ W. F. blend prototype - 70.0%,Azúcar
Sisa 36hr/ W. F. blend prototype - 70.0%,Manteca de cacao
Sisa 36hr/ W. F. blend prototype - 70.0%,Vainilla
Diego 60hr/ W.F. blend prototype - 85.0%,Grano de cacao
Diego 60hr/ W.F. blend prototype - 85.0%,Azúcar
Diego 60hr/ W.F. blend prototype - 85.0%,Manteca de cacao
Diego 60hr/ W.F. blend prototype - 85.0%,Vainilla
Cacao Nacional W.F. - 85.0%,Grano de cacao
Cacao Nacional W.F. - 85.0%,Azúcar
Cacao Nacional W.F. - 85.0%,Manteca de cacao
Cacao Nacional W.F. - 85.0%,Vainilla
Sisa's Secret/ original micro - 70.0%,Grano de cacao
Sisa's Secret/ original micro - 70.0%,Azúcar
Sisa's Secret/ original micro - 70.0%,Manteca de cacao
Sisa's Secret/ original micro - 70.0%,Vainilla
"Davao, Mindanao, batch 24 - 70.0%",Grano de cacao
"Davao, Mindanao, batch 24 - 70.0%",Azúcar
"Davao, Mindanao, batch 24 - 70.0%",Manteca de cacao
"Karkar Island, Madong, batch 34 - 70.0%",Grano de cacao
"Karkar Island, Madong, batch 34 - 70.0%",Azúcar
"Karkar Island, Madong, batch 34 - 70.0%",Manteca de cacao
"La Red, Project Reserva, Guaconejo - 70.0%",Grano de cacao
"La Red, Project Reserva, Guaconejo - 70.0%",Azúcar
"La Red, Project Reserva, Guaconejo - 70.0%",Manteca de cacao
Dark - 72.0%,Grano de cacao
Dark - 72.0%,Azúcar
Dark - 72.0%,Manteca de cacao
Dark - 72.0%,Vainilla
Dark - 72.0%,Lecitina
"Tumaco, batch 113 - 70.0%",Grano de cacao
"Tumaco, batch 113 - 70.0%",Azúcar
"Tumaco, batch 113 - 70.0%",Manteca de cacao
"La Red, Guanconjeco - 60.0%",Grano de cacao
"La Red, Guanconjeco - 60.0%",Azúcar
Belize - 70.0%,Grano de cacao
Belize - 70.0%,Azúcar
Vietnam - 70.0%,Grano de cacao
Vietnam - 70.0%,Azúcar
Xoconusco - 70.0%,Grano de cacao
Xoconusco - 70.0%,Azúcar
Mava Sa Ferme D'ottange - 70.0%,Grano de cacao
Mava Sa Ferme D'ottange - 70.0%,Azúcar
Kablon Farm - 70.0%,Grano de cacao
Kablon Farm - 70.0%,Azúcar
"Xoconusco, triple turned - 70.0%",Grano de cacao
"Xoconusco, triple turned - 70.0%",Azúcar
H. Betulia B6 - 70.0%,Grano de cacao
H. Betulia B6 - 70.0%,Azúcar
Gazelle - 70.0%,Grano de cacao
Gazelle - 70.0%,Azúcar
San Martin - 72.0%,Grano de cacao
San Martin - 72.0%,Azúcar
Ocumare - 72.0%,Grano de cacao
Ocumare - 72.0%,Azúcar
Ocumare - 72.0%,Manteca de cacao
Belize - 72.0%,Grano de cacao
Belize - 72.0%,Azúcar
Belize - 72.0%,Manteca de cacao
Sambirano Valley - 72.0%,Grano de cacao
Sambirano Valley - 72.0%,Azúcar
Sambirano Valley - 72.0%,Manteca de cacao
Belize - 90.0%,Grano de cacao
Belize - 90.0%,Azúcar
Elvesia - 72.0%,Grano de cacao
Elvesia - 72.0%,Azúcar
Elvesia - 72.0%,Manteca de cacao
ROIG - 72.0%,Grano de cacao
ROIG - 72.0%,Azúcar
ROIG - 72.0%,Manteca de cacao
"Maranon, Fortunato No. 4 - 70.0%",Grano de cacao
"Maranon, Fortunato No. 4 - 70.0%",Azúcar
"Maranon, Fortunato No. 4 - 70.0%",Manteca de cacao
"Maranon, Fortunato No. 4 - 70.0%",Lecitina
"Kafupbo, Petit Bourg, De Borgnes - 70.0%",Grano de cacao
"Kafupbo, Petit Bourg, De Borgnes - 70.0%",Azúcar
"Kafupbo, Petit Bourg, De Borgnes - 70.0%",Manteca de cacao
"Kafupbo, Petit Bourg, De Borgnes - 70.0%",Lecitina
"Bahia, Fazenda Camboa - 70.0%",Grano de cacao
"Bahia, Fazenda Camboa - 70.0%",Azúcar
"Bahia, Fazenda Camboa - 70.0%",Manteca de cacao
"Bahia, Fazenda Camboa - 70.0%",Lecitina
"Los Rios, Hacienda Limon, Heirloom - 70.0%",Grano de cacao
"Los Rios, Hacienda Limon, Heirloom - 70.0%",Azúcar
"Los Rios, Hacienda Limon, Heirloom - 70.0%",Manteca de cacao
"Los Rios, Hacienda Limon, Heirloom - 70.0%",Lecitina
Uganda - 72.5%,Grano de cacao
Uganda - 72.5%,Azúcar
Uganda - 72.5%,Manteca de cacao
Uganda - 72.5%,Vainilla
Uganda - 72.5%,Sal
Ecuador - 72.5%,Grano de cacao
Ecuador - 72.5%,Azúcar
Ecuador - 72.5%,Manteca de cacao
Ecuador - 72.5%,Vainilla
Ecuador - 72.5%,Sal
Hispaniola - 72.5%,Grano de cacao
Hispaniola - 72.5%,Azúcar
Hispaniola - 72.5%,Manteca de cacao
Hispaniola - 72.5%,Vainilla
Hispaniola - 72.5%,Sal
Madagascar - 72.5%,Grano de cacao
Madagascar - 72.5%,Azúcar
Madagascar - 72.5%,Manteca de cacao
Madagascar - 72.5%,Vainilla
Madagascar - 72.5%,Sal
Bolivian - 68.0%,Grano de cacao
Bolivian - 68.0%,Azúcar
Bolivian - 68.0%,Manteca de cacao
Bolivian - 68.0%,Vainilla
Bolivian - 68.0%,Lecitina
Madagascar - 64.0%,Grano de cacao
Madagascar - 64.0%,Azúcar
Madagascar - 64.0%,Manteca de cacao
Madagascar - 64.0%,Vainilla
Madagascar - 64.0%,Lecitina
Venzuela - 71.0%,Grano de cacao
Venzuela - 71.0%,Azúcar
Venzuela - 71.0%,Manteca de cacao
Venzuela - 71.0%,Vainilla
Venzuela - 71.0%,Lecitina
Grenada - 75.0%,Grano de cacao
Grenada - 75.0%,Azúcar
Grenada - 75.0%,Manteca de cacao
Grenada - 75.0%,Vainilla
Grenada - 75.0%,Lecitina
Dominican Republic - 74.0%,Grano de cacao
Dominican Republic - 74.0%,Azúcar
Dominican Republic - 74.0%,Manteca de cacao
Dominican Republic - 74.0%,Vainilla
Dominican Republic - 74.0%,Lecitina
Quito - 74.0%,Grano de cacao
Quito - 74.0%,Azúcar
Quito - 74.0%,Manteca de cacao
Quito - 74.0%,Vainilla
Quito - 74.0%,Lecitina
Peru - 74.0%,Grano de cacao
Peru - 74.0%,Azúcar
Peru - 74.0%,Manteca de cacao
Peru - 74.0%,Vainilla
Peru - 74.0%,Lecitina
Chuao - 68.0%,Grano de cacao
Chuao - 68.0%,Azúcar
Chuao - 68.0%,Manteca de cacao
Chuao - 68.0%,Vainilla
Chuao - 68.0%,Lecitina
Brazil - 70.0%,Grano de cacao
Brazil - 70.0%,Azúcar
Brazil - 70.0%,Manteca de cacao
Brazil - 70.0%,Vainilla
Brazil - 70.0%,Lecitina
"Fiji, batch 51019 - 68.0%",Grano de cacao
"Fiji, batch 51019 - 68.0%",Azúcar
"Fiji, batch 51019 - 68.0%",Manteca de cacao
Oko Caribe - 70.0%,Grano de cacao
Oko Caribe - 70.0%,Azúcar
Maranon - 75.0%,Grano de cacao
Maranon - 75.0%,Azúcar
"Maya Mtn, Toledo - 70.0%",Grano de cacao
"Maya Mtn, Toledo - 70.0%",Azúcar
"Maya Mtn, Toledo - 70.0%",Manteca de cacao
"Maya Mtn, Toledo - 70.0%",Lecitina
"Lachua, Cacao Verapaz - 70.0%",Grano de cacao
"Lachua, Cacao Verapaz - 70.0%",Azúcar
"Maya Mtn, 2017 harvest - 70.0%",Grano de cacao
"Maya Mtn, 2017 harvest - 70.0%",Azúcar
"Asochivite, 2017 harvest - 70.0%",Grano de cacao
"Asochivite, 2017 harvest - 70.0%",Azúcar
"Piura Blanco, 2018 harvest - 72.0%",Grano de cacao
"Piura Blanco, 2018 harvest - 72.0%",Azúcar
"Cuana, 2008, Ven., Indonesia, Ecuad. - 74.0%",Grano de cacao
"Cuana, 2008, Ven., Indonesia, Ecuad. - 74.0%",Azúcar
"Cuana, 2008, Ven., Indonesia, Ecuad. - 74.0%",Manteca de cacao
"Cuana, 2008, Ven., Indonesia, Ecuad. - 74.0%",Lecitina
Kuruba - 60.0%,Grano de cacao
Kuruba - 60.0%,Azúcar
Kuruba - 60.0%,Manteca de cacao
Kuruba - 60.0%,Lecitina
Akosombo - 68.0%,Grano de cacao
Akosombo - 68.0%,Azúcar
Akosombo - 68.0%,Manteca de cacao
Akosombo - 68.0%,Lecitina
"Porcelana, Pariguan - 69.0%",Grano de cacao
"Porcelana, Pariguan - 69.0%",Azúcar
"Porcelana, Pariguan - 69.0%",Manteca de cacao
"Porcelana, Pariguan - 69.0%",Lecitina
Orinoco - 60.0%,Grano de cacao
Orinoco - 60.0%,Azúcar
Orinoco - 60.0%,Manteca de cacao
Orinoco - 60.0%,Lecitina
Grenada - 68.0%,Grano de cacao
Grenada - 68.0%,Azúcar
Grenada - 68.0%,Manteca de cacao
Grenada - 68.0%,Lecitina
Loma Sotavento - 66.0%,Grano de cacao
Loma Sotavento - 66.0%,Azúcar
Loma Sotavento - 66.0%,Manteca de cacao
Loma Sotavento - 66.0%,Lecitina
"Cuana, 2013, Africa, Carribean, C. Am. - 74.0%",Grano de cacao
"Cuana, 2013, Africa, Carribean, C. Am. - 74.0%",Azúcar
"Cuana, 2013, Africa, Carribean, C. Am. - 74.0%",Manteca de cacao
"Cuana, 2013, Africa, Carribean, C. Am. - 74.0%",Lecitina
Tobago - 60.0%,Grano de cacao
Tobago - 60.0%,Azúcar
Tobago - 60.0%,Manteca de cacao
Tobago - 60.0%,Lecitina
"Acarigua, w/ nibs - 56.0%",Grano de cacao
"Acarigua, w/ nibs - 56.0%",Azúcar
"Acarigua, w/ nibs - 56.0%",Manteca de cacao
"Acarigua, w/ nibs - 56.0%",Lecitina
"Xoconusco, Chiapas, Coop CASFA - 70.0%",Grano de cacao
"Xoconusco, Chiapas, Coop CASFA - 70.0%",Azúcar
"Almendra Blanca, Blanco Marfil, Jimenez Garcia - 70.0%",Grano de cacao
"Almendra Blanca, Blanco Marfil, Jimenez Garcia - 70.0%",Azúcar
"Uranga, Chiapas, Jimenez Garcia farm - 70.0%",Grano de cacao
"Uranga, Chiapas, Jimenez Garcia farm - 70.0%",Azúcar
Cuba - 70.0%,Grano de cacao
Cuba - 70.0%,Azúcar
Cuba - 70.0%,Manteca de cacao
Cuba - 70.0%,Lecitina
Trinidad-Tobago - 68.0%,Grano de cacao
Trinidad-Tobago - 68.0%,Azúcar
Trinidad-Tobago - 68.0%,Manteca de cacao
Trinidad-Tobago - 68.0%,Lecitina
"Madagascar, Batch 59/100 - 75.0%",Grano de cacao
"Madagascar, Batch 59/100 - 75.0%",Azúcar
"Madagascar, Batch 59/100 - 75.0%",Manteca de cacao
"Madagascar, Batch 59/100 - 75.0%",Lecitina
"Vietnam, Batch 50/100 - 75.0%",Grano de cacao
"Vietnam, Batch 50/100 - 75.0%",Azúcar
"Vietnam, Batch 50/100 - 75.0%",Manteca de cacao
"Vietnam, Batch 50/100 - 75.0%",Lecitina
"Cuba, Batch 59/100 - 75.0%",Grano de cacao
"Cuba, Batch 59/100 - 75.0%",Azúcar
"Cuba, Batch 59/100 - 75.0%",Manteca de cacao
"Cuba, Batch 59/100 - 75.0%",Lecitina
"Ivory Coast, Batch 56/100 - 75.0%",Grano de cacao
"Ivory Coast, Batch 56/100 - 75.0%",Azúcar
"Ivory Coast, Batch 56/100 - 75.0%",Manteca de cacao
"Ivory Coast, Batch 56/100 - 75.0%",Lecitina
"Peru, Batch 51/100 - 75.0%",Grano de cacao
"Peru, Batch 51/100 - 75.0%",Azúcar
"Peru, Batch 51/100 - 75.0%",Manteca de cacao
"Peru, Batch 51/100 - 75.0%",Lecitina
"Bahia, Batch 148 - 75.0%",Grano de cacao
"Bahia, Batch 148 - 75.0%",Azúcar
"Bahia, Batch 148 - 75.0%",Manteca de cacao
"Bahia, Batch 148 - 75.0%",Lecitina
"Sao Tome, Batch 151 - 75.0%",Grano de cacao
"Sao Tome, Batch 151 - 75.0%",Azúcar
"Sao Tome, Batch 151 - 75.0%",Manteca de cacao
"Sao Tome, Batch 151 - 75.0%",Lecitina
"Lam Dong, Batch 153 - 75.0%",Grano de cacao
"Lam Dong, Batch 153 - 75.0%",Azúcar
"Lam Dong, Batch 153 - 75.0%",Manteca de cacao
"Lam Dong, Batch 153 - 75.0%",Lecitina
Carenero Superior - 75.0%,Grano de cacao
Carenero Superior - 75.0%,Azúcar
Carenero Superior - 75.0%,Manteca de cacao
Carenero Superior - 75.0%,Vainilla
Carenero Superior - 75.0%,Lecitina
Rio Caribe - 75.0%,Grano de cacao
Rio Caribe - 75.0%,Azúcar
Rio Caribe - 75.0%,Manteca de cacao
Rio Caribe - 75.0%,Vainilla
Rio Caribe - 75.0%,Lecitina
"Peru, Ecuador, Venezuela - 72.0%",Grano de cacao
"Peru, Ecuador, Venezuela - 72.0%",Azúcar
"Peru, Ecuador, Venezuela - 72.0%",Manteca de cacao
"Peru, Ecuador, Venezuela - 72.0%",Vainilla
"Peru, Ecuador, Venezuela - 72.0%",Lecitina
Rugoso - 80.0%,Grano de cacao
Rugoso - 80.0%,Azúcar
Nueva Guinea - 71.0%,Grano de cacao
Nueva Guinea - 71.0%,Azúcar
Nueva Guinea - 71.0%,Manteca de cacao
San Pedro Sula - 70.0%,Grano de cacao
San Pedro Sula - 70.0%,Azúcar
San Pedro Sula - 70.0%,Manteca de cacao
"Nicaliso, Bocay - 73.0%",Grano de cacao
"Nicaliso, Bocay - 73.0%",Azúcar
"Nicaliso, Bocay - 73.0%",Manteca de cacao
"Tranquilidad, Itinez Province - 74.0%",Grano de cacao
"Tranquilidad, Itinez Province - 74.0%",Azúcar
"Tranquilidad, Itinez Province - 74.0%",Manteca de cacao
"Chucuri, finca los lagos el Carmen - 70.0%",Grano de cacao
"Chucuri, finca los lagos el Carmen - 70.0%",Azúcar
"Chucuri, finca los lagos el Carmen - 70.0%",Manteca de cacao
Upala - 70.0%,Grano de cacao
Upala - 70.0%,Azúcar
Upala - 70.0%,Manteca de cacao
Piura - 70.0%,Grano de cacao
Piura - 70.0%,Azúcar
Piura - 70.0%,Manteca de cacao
Maranura - 70.0%,Grano de cacao
Maranura - 70.0%,Azúcar
San Andres - 70.0%,Grano de cacao
San Andres - 70.0%,Azúcar
Beniamo - 70.0%,Grano de cacao
Beniamo - 70.0%,Azúcar
"La Red, Guaconejo - 70.0%",Grano de cacao
"La Red, Guaconejo - 70.0%",Azúcar
"San Juan Estate, Gran Couva - 70.0%",Grano de cacao
"San Juan Estate, Gran Couva - 70.0%",Azúcar
Kokoa Kamili - 70.0%,Grano de cacao
Kokoa Kamili - 70.0%,Azúcar
Liberia - 70.0%,Grano de cacao
Liberia - 70.0%,Azúcar
"Maya Mtn, Batch 18, Heirloom - 70.0%",Grano de cacao
"Maya Mtn, Batch 18, Heirloom - 70.0%",Azúcar
"La Masica, Batch 7, FHIA - 70.0%",Grano de cacao
"La Masica, Batch 7, FHIA - 70.0%",Azúcar
Ucayali - 70.0%,Grano de cacao
Ucayali - 70.0%,Azúcar
Ucayali - 70.0%,Manteca de cacao
Ashanti - 70.0%,Grano de cacao
Ashanti - 70.0%,Azúcar
Ashanti - 70.0%,Manteca de cacao
"Bachelor's Hall, batch 0001 - 70.0%",Grano de cacao
"Bachelor's Hall, batch 0001 - 70.0%",Azúcar
"Bachelor's Hall, batch 0001 - 70.0%",Manteca de cacao
"Tranquilidad, beniano - 70.0%",Grano de cacao
"Tranquilidad, beniano - 70.0%",Azúcar
"Tranquilidad, beniano - 70.0%",Manteca de cacao
"Satocao, limited ed., batch 2 - 70.0%",Grano de cacao
"Satocao, limited ed., batch 2 - 70.0%",Azúcar
"Satocao, limited ed., batch 2 - 70.0%",Manteca de cacao
"Maui Kuia E., Hawaii, 2018-2019 h., batch 1 - 70.0%",Grano de cacao
"Maui Kuia E., Hawaii, 2018-2019 h., batch 1 - 70.0%",Azúcar
"Maui Kuia E., Hawaii, 2018-2019 h., batch 1 - 70.0%",Manteca de cacao
Sambirano - 71.0%,Grano de cacao
Sambirano - 71.0%,Azúcar
Sambirano - 71.0%,Manteca de cacao
Madagascar - 70.0%,Grano de cacao
Madagascar - 70.0%,Azúcar
"Purple Haze, Venezuela, Dom. Rep. - 75.0%",Grano de cacao
"Purple Haze, Venezuela, Dom. Rep. - 75.0%",Azúcar
"The Other One, Grand Cru - 74.0%",Grano de cacao
"The Other One, Grand Cru - 74.0%",Azúcar
Perfect Illusion - 65.0%,Grano de cacao
Perfect Illusion - 65.0%,Azúcar
"Bolivia, Wild Thing - 68.0%",Grano de cacao
"Bolivia, Wild Thing - 68.0%",Azúcar
Wild Thing - 68.0%,Grano de cacao
Wild Thing - 68.0%,Azúcar
La Selva - 68.0%,Grano de cacao
La Selva - 68.0%,Azúcar
Excellence (US Version) - 85.0%,Grano de cacao
Excellence (US Version) - 85.0%,Azúcar
Excellence (US Version) - 85.0%,Manteca de cacao
Excellence (US Version) - 85.0%,Vainilla
"Gola Rainforest, batch 920 - 72.0%",Grano de cacao
"Gola Rainforest, batch 920 - 72.0%",Azúcar
"Anamalai, batch 970 - 72.0%",Grano de cacao
"Anamalai, batch 970 - 72.0%",Azúcar
"Tien Giang, batch 970 - 72.0%",Grano de cacao
"Tien Giang, batch 970 - 72.0%",Azúcar
Puerto Rico - 65.0%,Grano de cacao
Puerto Rico - 65.0%,Azúcar
Puerto Rico - 65.0%,Manteca de cacao
Puerto Rico - 65.0%,Vainilla
Puerto Rico - 65.0%,Lecitina
"O'ahu Island, Opaeula Estate, Nene, CG Exclusive - 71.0%",Grano de cacao
"O'ahu Island, Opaeula Estate, Nene, CG Exclusive - 71.0%",Azúcar
"O'ahu Island, Opaeula Estate, Nene, CG Exclusive - 71.0%",Manteca de cacao
"O'ahu Island, Opaeula Estate, Nene, CG Exclusive - 71.0%",Vainilla
"O'ahu Island, Opaeula Estate, Ele'ele - 72.0%",Grano de cacao
"O'ahu Island, Opaeula Estate, Ele'ele - 72.0%",Azúcar
"O'ahu Island, Opaeula Estate, Ele'ele - 72.0%",Manteca de cacao
"O'ahu Island, Opaeula Estate, Ele'ele - 72.0%",Vainilla
"Hawai'i Island, Hawaiian Crown, Kona Vanilla - 70.0%",Grano de cacao
"Hawai'i Island, Hawaiian Crown, Kona Vanilla - 70.0%",Azúcar
"Hawai'i Island, Hawaiian Crown, Kona Vanilla - 70.0%",Manteca de cacao
"Hawai'i Island, Hawaiian Crown, Kona Vanilla - 70.0%",Vainilla
"O'ahu Island, Haleiwa E, 2014 - 65.0%",Grano de cacao
"O'ahu Island, Haleiwa E, 2014 - 65.0%",Azúcar
"O'ahu Island, Haleiwa E, 2014 - 65.0%",Manteca de cacao
"O'ahu Island, Haleiwa E, 2014 - 65.0%",Vainilla
"O'ahu Island, Haleiwa, Lonohana E., Kanahiku - 70.0%",Grano de cacao
"O'ahu Island, Haleiwa, Lonohana E., Kanahiku - 70.0%",Azúcar
"O'ahu Island, Haleiwa E, 2014 - 75.0%",Grano de cacao
"O'ahu Island, Haleiwa E, 2014 - 75.0%",Azúcar
"O'ahu Island, Haleiwa E, 2014 - 75.0%",Manteca de cacao
"O'ahu Island, Haleiwa E, 2014 - 75.0%",Vainilla
Alto Beni - 70.0%,Grano de cacao
Alto Beni - 70.0%,Azúcar
Alto Beni - 70.0%,Manteca de cacao
Maya Mountain - 75.0%,Grano de cacao
Maya Mountain - 75.0%,Azúcar
Maya Mountain - 75.0%,Manteca de cacao
Nicaragua - 75.0%,Grano de cacao
Nicaragua - 75.0%,Azúcar
Medalla - 75.0%,Grano de cacao
Medalla - 75.0%,Azúcar
Sumatra - 70.0%,Grano de cacao
Sumatra - 70.0%,Azúcar
O'Payo - 80.0%,Grano de cacao
O'Payo - 80.0%,Azúcar
Chuno - 78.0%,Grano de cacao
Chuno - 78.0%,Azúcar
"Rio Purus, 2016 Harvest - 81.0%",Grano de cacao
"Rio Purus, 2016 Harvest - 81.0%",Azúcar
"Rio Acara, Wild Amazon - 70.0%",Grano de cacao
"Rio Acara, Wild Amazon - 70.0%",Azúcar
Wild Jurua (limited edition for Caputo's) - 70.0%,Grano de cacao
Wild Jurua (limited edition for Caputo's) - 70.0%,Azúcar
Wild Jurua (limited edition for Caputo's) - 70.0%,Manteca de cacao
Karkar Island - 72.0%,Grano de cacao
Karkar Island - 72.0%,Azúcar
Karkar Island - 72.0%,Manteca de cacao
"Selva, Colombia, Ecuador - 46.0%",Grano de cacao
"Selva, Colombia, Ecuador - 46.0%",Azúcar
"Selva, Colombia, Ecuador - 46.0%",Manteca de cacao
"Selva, Colombia, Ecuador - 46.0%",Vainilla
"Selva, Colombia, Ecuador - 46.0%",Lecitina
"Macondo, Colombia, Ecuador - 60.0%",Grano de cacao
"Macondo, Colombia, Ecuador - 60.0%",Azúcar
"Macondo, Colombia, Ecuador - 60.0%",Manteca de cacao
"Macondo, Colombia, Ecuador - 60.0%",Vainilla
"Macondo, Colombia, Ecuador - 60.0%",Lecitina
"Misterio, Colombia, Ecuador - 58.0%",Grano de cacao
"Misterio, Colombia, Ecuador - 58.0%",Azúcar
"Misterio, Colombia, Ecuador - 58.0%",Manteca de cacao
"Misterio, Colombia, Ecuador - 58.0%",Vainilla
"Misterio, Colombia, Ecuador - 58.0%",Lecitina
Santander - 65.0%,Grano de cacao
Santander - 65.0%,Azúcar
Santander - 65.0%,Manteca de cacao
Santander - 65.0%,Vainilla
Santander - 65.0%,Lecitina
"Kerala State, GoGround, batch 88 - 72.0%",Grano de cacao
"Kerala State, GoGround, batch 88 - 72.0%",Azúcar
"Kerala State, GoGround, batch 88 - 72.0%",Manteca de cacao
"Bejofo E., Sambirano, batch 115 - 73.0%",Grano de cacao
"Bejofo E., Sambirano, batch 115 - 73.0%",Azúcar
"Bejofo E., Sambirano, batch 115 - 73.0%",Manteca de cacao
"Kilombero Valley, batch 74 - 75.0%",Grano de cacao
"Kilombero Valley, batch 74 - 75.0%",Azúcar
"Kilombero Valley, batch 74 - 75.0%",Manteca de cacao
"Semuliki Forest, Latitude Trading Co, batch 100 - 68.0%",Grano de cacao
"Semuliki Forest, Latitude Trading Co, batch 100 - 68.0%",Azúcar
"Semuliki Forest, Latitude Trading Co, batch 100 - 68.0%",Manteca de cacao
"Cote d'Ivoire, batch 83 - 67.0%",Grano de cacao
"Cote d'Ivoire, batch 83 - 67.0%",Azúcar
"Cote d'Ivoire, batch 83 - 67.0%",Manteca de cacao
Uganda - 75.0%,Grano de cacao
Uganda - 75.0%,Azúcar
Uganda - 75.0%,Manteca de cacao
Ghana - 75.0%,Grano de cacao
Ghana - 75.0%,Azúcar
Ghana - 75.0%,Manteca de cacao
Madagascar - 67.0%,Grano de cacao
Madagascar - 67.0%,Azúcar
Madagascar - 67.0%,Manteca de cacao
Madagascar - 67.0%,Vainilla
Madagascar - 67.0%,Lecitina
Madagascar - 75.0%,Grano de cacao
Madagascar - 75.0%,Azúcar
Madagascar - 75.0%,Manteca de cacao
Madagascar - 75.0%,Vainilla
Madagascar - 75.0%,Lecitina
Madagascar - 70.0%,Grano de cacao
Madagascar - 70.0%,Azúcar
Madagascar - 70.0%,Manteca de cacao
Madagascar - 70.0%,Vainilla
Madagascar - 70.0%,Lecitina
Madagascar - 63.0%,Grano de cacao
Madagascar - 63.0%,Azúcar
Madagascar - 63.0%,Manteca de cacao
Madagascar - 63.0%,Vainilla
Madagascar - 63.0%,Lecitina
Tumaco - 70.0%,Grano de cacao
Tumaco - 70.0%,Azúcar
"Chiapas, Triple Cacao - 72.0%",Grano de cacao
"Chiapas, Triple Cacao - 72.0%",Azúcar
"Chiapas, Triple Cacao - 72.0%",Manteca de cacao
"Chiapas, Triple Cacao - 72.0%",Vainilla
Dominican - 70.0%,Grano de cacao
Dominican - 70.0%,Azúcar
Dominican - 70.0%,Manteca de cacao
Dominican - 70.0%,Vainilla
Upala - 70.0%,Grano de cacao
Upala - 70.0%,Azúcar
Upala - 70.0%,Manteca de cacao
Upala - 70.0%,Vainilla
"Hawai'i Island, Hamakua Coast, Kokoleka - 70.0%",Grano de cacao
"Hawai'i Island, Hamakua Coast, Kokoleka - 70.0%",Azúcar
"Hawai'i Island, Hamakua Coast, Kokoleka - 70.0%",Manteca de cacao
"Hawai'i Island, Hamakua Coast, Kokoleka - 70.0%",Vainilla
"Criollo, Hawaii - 70.0%",Grano de cacao
"Criollo, Hawaii - 70.0%",Azúcar
"Criollo, Hawaii - 70.0%",Manteca de cacao
"Criollo, Hawaii - 70.0%",Vainilla
Kaua'i Island - 70.0%,Grano de cacao
Kaua'i Island - 70.0%,Azúcar
Kaua'i Island - 70.0%,Manteca de cacao
Kaua'i Island - 70.0%,Vainilla
Puerto Rico - 70.0%,Grano de cacao
Puerto Rico - 70.0%,Azúcar
Puerto Rico - 70.0%,Manteca de cacao
Puerto Rico - 70.0%,Vainilla
"Hawai'i Island, Choobua, Kona - 70.0%",Grano de cacao
"Hawai'i Island, Choobua, Kona - 70.0%",Azúcar
"Hawai'i Island, Choobua, Kona - 70.0%",Manteca de cacao
